編號,"元神
編號",擁有,名稱（1024更新）,屬1,屬2,CP,HP,IV,升級星魄,升級元丹,Level,技1,技屬性1,Att1,"小招
集氣
次數",技2,技屬性2,Att2,STAB1,STAB2,CP1,同頂級CP,"HP/
SQRT(LV)",平均Att,45.5 ,,,,
166,43,,希望種子,木,毒,131,28,80,400,1,4.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,15.42991755,1165 ,13.19932658,,,,,,
165,43,,希望種子,木,毒,197,35,80,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,15.42678152,1165 ,13.72812946,,,,,,
158,43,v,希望種子,木,毒,82,22,86,400,1,3,飛天斬,木,10,,陰陽合擊,仙,41,1.25,1,15.69077688,1185 ,12.70170592,,,,,,
169,44,進,失望種子,木,毒,302,45,95,600,1,6.5,化屍水,毒,10,,迎風拂柳,木,41,1.25,1.25,23.92742542,1807 ,17.65045216,,,,,,
170,44,,失望種子,木,毒,146,30,82,400,1,3.5,飛天斬,木,10,,迎風拂柳,木,41,1.25,1.25,22.99212598,1736 ,16.03567451,,,,,,
168,44,v,失望種子,木,毒,443,54,86,1000,1,9.5,飛天斬,木,10,,迎風拂柳,木,41,1.25,1.25,23.36436275,1764 ,17.51991348,,,,,,
172,45,v,絕望種子,木,毒,220,38,91,400,1,3.5,飛天斬,木,10,,迎風拂柳,木,41,1.25,1.25,35.01790688,2644 ,20.31185439,,,,,,
173,45,,絕望種子,木,毒,108,27,84,200,1,2,飛天斬,木,10,,陰陽合擊,仙,41,1.25,1,34.39490446,2597 ,19.09188309,,,,,,
171,45,v,絕望種子,木,毒,660,67,88,1000,1,9.5,化屍水,毒,10,,陰陽合擊,仙,41,1.25,1,34.80920862,2629 ,21.73767043,,,,,,
174,46,v,莫邪,鬥,木,256,34,91,1000,1,10,掃擊,無,12,,鬥志爆發,鬥,33,1,1.25,12.78912924,966 ,10.75174404,,,,,,
180,46,,莫邪,鬥,木,93,20,88,400,1,4,屠滅擊,鬥,11,,鬥志爆發,鬥,33,1.25,1.25,12.53369272,947 ,10,,,,,,
181,46,,莫邪,鬥,木,79,19,84,400,1,3.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.44094488,940 ,10.15592719,,,,,,
176,46,,莫邪,鬥,木,276,36,82,1300,2,11,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.39892183,936 ,10.8544084,,,,,,
179,46,,莫邪,鬥,木,131,25,82,600,1,5.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.32361242,931 ,10.66003582,,,,,,
177,46,,莫邪,鬥,木,196,31,80,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.26533166,926 ,10.96015511,,,,,,
178,46,,莫邪,鬥,木,195,30,82,800,1,8,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.20275344,922 ,10.60660172,,,,,,
182,46,,莫邪,鬥,木,38,13,82,200,1,2,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,12.10191083,914 ,9.192388155,,,,,,
183,46,,莫邪,鬥,木,12,10,88,200,1,1,掃擊,無,12,,移花接木,木,33,1,1.25,12,906 ,10,,,,,,
175,46,v,莫邪,鬥,木,228,33,91,1000,1,9,掃擊,無,12,,鬥志爆發,鬥,33,1,1.25,12.73458445,962 ,11,,,,,,
185,47,v,劍靈莫邪,鬥,木,639,65,93,1600,2,13,屠滅擊,鬥,11,,毒氣攻心,毒,33,1.25,1,24.56086405,1855 ,18.02775638,,,,,,
186,47,,劍靈莫邪,鬥,木,24,12,86,200,1,1,屠滅擊,鬥,11,,怒嚎狂風,木,49,1.25,1.25,24,1812 ,12,,,,,,
188,48,,紅蓮精,鬥,毒,169,43,100,600,1,6,無想控心,術,10,,靈光幻法,術,21,1,1,14.44444444,1091 ,17.55467649,,,,,,
192,48,,紅蓮精,鬥,毒,523,76,93,2200,2,18,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.42360728,1089 ,17.91337179,,,,,,
184,47,v,劍靈莫邪,鬥,木,753,68,86,1900,2,15.5,快速斬擊,鬥,8,,鬥志爆發,鬥,33,1.25,1.25,24.27700938,1833 ,17.27201727,,,,,,
193,48,,紅蓮精,鬥,毒,300,55,82,1000,1,10.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.11100659,1066 ,16.9733685,,,,,,
194,48,,紅蓮精,鬥,毒,397,66,80,1600,2,14,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.04812456,1061 ,17.63924197,,,,,,
189,48,v,紅蓮精,鬥,毒,135,39,91,600,1,5,屠滅擊,鬥,11,,靈光幻法,術,21,1.25,1,14.28269149,1079 ,17.44133022,,,,,,
195,48,,紅蓮精,鬥,毒,356,63,2,1900,2,15.5,無想控心,術,10,,幻毒迷霧,毒,21,1,1.25,11.38835573,860 ,16.002016,,,,,,
190,48,v,紅蓮精,鬥,毒,103,33,86,400,1,4,無想控心,術,10,,靈光幻法,術,21,1,1,14.03460962,1060 ,16.5,,,,,,
191,48,低,紅蓮精,鬥,毒,23,16,6,200,1,1.5,屠滅擊,鬥,11,,格鬥奧義,鬥,29,1.25,1.25,11.18405057,845 ,13.06394529,,,,,,
187,48,低,紅蓮精,鬥,毒,356,63,2,1900,2,16,無想控心,術,10,,幻毒迷霧,毒,21,1,1.25,11.11909298,840 ,15.75,,,,,,
2091,49,v,天蓮毒妖,鬥,毒,312,49,100,600,1,6,無想控心,術,10,,鬥破蒼穹,鬥,35,1,1.25,26.97795071,2037 ,20.00416623,,,,,,
197,49,v,天蓮毒妖,鬥,毒,963,87,93,2200,2,18,屠滅擊,鬥,11,4,鬥破蒼穹,鬥,35,1.25,1.25,26.73737402,2019 ,20.50609665,19.75,,,,,
196,49,v,天蓮毒妖,鬥,毒,1358,104,93,4000,3,25.5,屠滅擊,鬥,11,2,幻毒迷霧,毒,21,1.25,1.25,26.61857812,2010 ,20.59506889,17.91666667,,,,,
198,49,,天蓮毒妖,鬥,毒,503,63,93,1000,1,9.5,屠滅擊,鬥,11,4,鬥破蒼穹,鬥,35,1.25,1.25,26.52883626,2003 ,20.43989906,19.75,,,,,
200,50,v,殺小,土,,123,36,88,400,1,4.5,掃擊,無,12,,擊打,土,24,1,1.25,14.65070574,1106 ,16.97056275,,,,,,
202,50,,殺小,土,,231,49,84,800,1,8,掃擊,無,12,,滄海一粟,土,23,1,1.25,14.45556946,1092 ,17.32411614,,,,,,
201,50,,殺小,土,,45,21,86,200,1,2,掃擊,無,12,,洪荒之力,金,18,1,1,14.33121019,1082 ,14.8492424,,,,,,
205,50,,殺小,土,,91,30,84,400,1,3.5,食人泥沼,土,12,,擊打,土,24,1.25,1.25,14.33070866,1082 ,16.03567451,,,,,,
204,50,,殺小,土,,198,46,82,800,1,7,掃擊,無,12,,洪荒之力,金,18,1,1,14.30635838,1080 ,17.38636576,,,,,,
203,50,,殺小,土,,259,53,82,1000,1,9,食人泥沼,土,12,,滄海一粟,土,23,1.25,1.25,14.29359823,1079 ,17.66666667,,,,,,
199,50,v,殺小,土,,229,50,86,800,1,8,食人泥沼,土,12,,擊打,土,24,1.25,1.25,14.50193148,1095 ,17.67766953,,,,,,
208,51,v,殺很大,土,,412,43,88,600,1,6,食人泥沼,土,12,15,乾坤一擲,金,52,1.25,1,35.62472979,2690 ,17.55467649,17.3125,,,,,
206,51,,殺很大,土,,2223,103,82,6000,4,32.5,食人泥沼,土,12,4,滄海一粟,土,23,1.25,1.25,35.4206501,2675 ,18.0673952,17.75,,,,,
209,51,,殺很大,土,,2098,100,82,5000,3,29.5,食人泥沼,土,12,4,滄海一粟,土,23,1.25,1.25,35.40330746,2674 ,18.41149236,17.75,,,,,
211,51,,殺很大,土,,298,38,82,400,1,4.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,35.10011779,2651 ,17.91337179,,,,,,
210,51,,殺很大,土,,671,56,82,1000,1,9.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,34.96612819,2641 ,18.16879917,,,,,,
207,51,v,殺很大,土,,785,61,86,1300,2,11,食人泥沼,土,12,15,乾坤一擲,金,52,1.25,1,35.65426716,2693 ,18.39219202,17.3125,,,,,
212,52,v,假面奇鳥,火,,315,48,88,1900,2,15,火襲,火,10,,侵略如火,火,17,1.25,1.25,10.49405337,792 ,12.39354671,,,,,,
214,52,,假面奇鳥,火,,195,38,82,1000,1,9.5,火襲,火,10,,炙炎,火,29,1.25,1.25,10.16154247,767 ,12.32882801,,,,,,
213,52,v,假面奇鳥,火,,276,46,84,1600,2,13.5,碎焰破,火,12,,炙炎,火,29,1.25,1.25,10.21579006,771 ,12.51961424,,,,,,
217,53,v,歌劇魅鳥,火,魔,217,53,95,400,1,3.5,火襲,火,10,,侵略如火,火,17,1.25,1.25,34.54038997,2608 ,28.32969164,,,,,,
216,53,,歌劇魅鳥,火,魔,761,97,88,1300,2,11,碎焰破,火,12,,侵略如火,火,17,1.25,1.25,34.1868823,2582 ,29.24660042,,,,,,
2196,54,,鯊魚哥,水,,1676,124,62,3000,3,22,靛水訣,水,12,,滔天破浪,水,47,1.25,1.25,37.86714867,2860 ,26.43688883,,,,,,
2199,54,,鯊魚哥,水,,563,73,66,800,1,7.5,靛水訣,水,12,,滔天破浪,水,47,1.25,1.25,37.75989269,2852 ,26.65583113,,,,,,
215,53,v,歌劇魅鳥,火,魔,1076,117,93,1900,2,15.5,火襲,火,10,,七獄闇破陣,魔,35,1.25,1.25,34.69065351,2620 ,29.71802972,,,,,,
2244,54,v,鯊魚哥,水,,507,71,4,800,1,7.5,靛水訣,水,12,,海浪滔天,水,28,1.25,1.25,34.40904001,2598 ,25.92553439,,,,,,
2932,54,v,鯊魚哥,水,,734,86,82,1000,1,9.5,凝水毫針,水,11,,滔天破浪,水,47,1.25,1.25,38.71205928,2923 ,27.90208443,,,,,,
2629,55,,鯊魚煙,水,鬥,4045,196,86,11000,5,40.5,靛水訣,水,12,8,淨世洪水,水,61,1.25,1.25,57.36205454,4332 ,30.79842869,21.80555556,,,,,
2628,55,,鯊魚煙,水,鬥,56,23,86,200,1,1,靛水訣,水,12,8,淨世洪水,水,61,1.25,1.25,56,4229 ,23,21.80555556,,,,,
2780,55,,鯊魚煙,水,鬥,4077,197,86,11000,5,41,靛水訣,水,12,8,淨世洪水,水,61,1.25,1.25,57.40878944,4335 ,30.76623109,21.80555556,,,,,
2631,55,v,鯊魚煙,水,鬥,3449,181,86,5000,3,30,野蠻之力,鬥,12,4,碎心嘯,土,46,1.25,1,57.467051,4340 ,33.04592764,21.2,,,,,
2781,55,v,鯊魚煙,水,鬥,4108,198,86,11000,5,41.5,靛水訣,水,12,8,淨世洪水,水,61,1.25,1.25,57.44088818,4338 ,30.73556082,21.80555556,,,,,
226,56,,小香香,聖,,76,22,84,400,1,3.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,11.96850394,904 ,11.75949464,,,,,,
218,56,,小香香,聖,,63,20,91,400,1,3,掃擊,無,12,,殘陽映月,聖,60,1,1.25,11.93181818,901 ,11.54700538,,,,,,
220,56,,小香香,聖,,139,29,86,600,1,6,掃擊,無,12,,殘陽映月,聖,60,1,1.25,11.88034188,897 ,11.83920042,,,,,,
225,56,,小香香,聖,,113,27,84,600,1,5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,11.82008368,893 ,12.07476708,,,,,,
222,56,,小香香,聖,,37,15,86,200,1,2,幻月刀,聖,8,,白虹貫日,聖,27,1.25,1.25,11.78343949,890 ,10.60660172,,,,,,
224,56,,小香香,聖,,125,27,82,600,1,5.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,11.75917215,888 ,11.51283868,,,,,,
223,56,,小香香,聖,,249,39,80,1000,1,10.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,11.71213547,884 ,12.0356613,,,,,,
2237,55,,鯊魚煙,水,鬥,1286,110,64,1300,2,11.5,拍擊,無,10,,淨世洪水,水,61,1,1.25,55.87174697,4219 ,32.43723035,,,,,,
2630,55,v,鯊魚煙,水,鬥,3035,166,64,4500,3,27,野蠻之力,鬥,12,4,威嚇怒吼,鬥,55,1.25,1.25,56.18601551,4243 ,31.9467149,25.75,,,,,
229,57,,孫尚香,聖,,215,38,82,400,1,4.5,流星腿,聖,9,,天魔屠戮,魔,22,1.25,1,25.32391048,1912 ,17.91337179,,,,,,
221,56,v,小香香,聖,,89,23,88,400,1,4,幻月刀,聖,8,,快刀亂麻,聖,38,1.25,1.25,12.12699278,916 ,11.5,,,,,,
232,58,,武藏,火,,395,53,91,1000,1,10.5,噬命擊,魔,13,,侵略如火,火,17,1,1.25,18.579492,1403 ,16.3561551,,,,,,
233,58,,武藏,火,,272,44,84,800,1,7.5,火襲,火,10,,侵略如火,火,17,1.25,1.25,18.24279007,1378 ,16.06652835,,,,,,
219,56,v,小香香,聖,,140,29,88,600,1,6,幻月刀,聖,8,,快刀亂麻,聖,38,1.25,1.25,12.1054907,914 ,11.83920042,,,,,,
235,58,,武藏,火,,76,23,80,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,18.05225653,1363 ,14.54647724,,,,,,
234,58,,武藏,火,,326,49,80,1000,1,9,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.99116998,1359 ,16.33333333,,,,,,
237,59,,劍聖武藏,火,,888,83,91,1000,1,10.5,噬命擊,魔,13,,土崩石裂,土,21,1,1,42.25151068,3191 ,25.61435609,,,,,,
227,57,v,孫尚香,聖,,275,44,93,600,1,5.5,幻月刀,聖,8,,白虹貫日,聖,27,1.25,1.25,26.16929153,1976 ,18.76166304,,,,,,
228,57,v,孫尚香,聖,,136,31,91,400,1,3,流星腿,聖,9,,殘陽映月,聖,60,1.25,1.25,26.02372752,1965 ,17.89785834,,,,,,
238,59,,劍聖武藏,火,,2598,141,80,6000,4,32.5,噬命擊,魔,13,,衝擊烈焰,火,38,1,1.25,41.3957935,3126 ,24.73303614,,,,,,
239,59,,劍聖武藏,火,,478,61,80,600,1,6,碎焰破,火,12,,火焰爆,火,49,1.25,1.25,40.85470085,3085 ,24.90314572,,,,,,
243,60,,海蝌蚪,水,,384,53,88,2200,2,17.5,地中乾坤,土,11,,天地歸一,無,51,1,1,10.89052751,822 ,12.66942326,,,,,,
230,58,v,武藏,火,,255,43,88,800,1,7,噬命擊,魔,13,,天地歸一,無,51,1,1,18.64307647,1408 ,16.25247234,,,,,,
240,60,,海蝌蚪,水,,161,34,88,800,1,7.5,凝水毫針,水,11,,怒川洪流,水,21,1.25,1.25,10.79812207,815 ,12.41504464,,,,,,
244,60,,海蝌蚪,水,,136,30,82,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,10.64996085,804 ,11.76696811,,,,,,
242,60,,海蝌蚪,水,,56,19,84,400,1,3,地中乾坤,土,11,,天地歸一,無,51,1,1,10.60606061,801 ,10.96965511,,,,,,
246,60,,海蝌蚪,水,,124,29,82,600,1,6,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,10.5982906,800 ,11.83920042,,,,,,
245,60,,海蝌蚪,水,,135,30,77,600,1,6.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,10.57165231,798 ,11.76696811,,,,,,
231,58,v,武藏,火,,76,24,86,200,1,2.5,火襲,火,10,,天地歸一,無,51,1.25,1,18.22760523,1376 ,15.17893277,,,,,,
2571,59,v,劍聖武藏,火,,2974,153,91,11000,5,40.5,碎焰破,火,12,10,衝擊烈焰,火,38,1.25,1.25,42.17422749,3185 ,24.04163056,17.95454545,,,,,
247,61,,海浪法師,水,,652,81,88,2200,2,17.5,地中乾坤,土,11,,怒川洪流,水,21,1,1.25,18.49120817,1396 ,19.36270347,,,,,,
236,59,v,劍聖武藏,火,,2640,143,80,7000,4,33,噬命擊,魔,13,4,衝擊烈焰,火,38,1,1.25,41.89345732,3164 ,24.8931048,19.9,,,,,
251,62,,海浪仙人,水,聖,731,83,80,1000,1,10.5,凝水毫針,水,11,,滔天破浪,水,47,1.25,1.25,34.38381938,2597 ,25.61435609,,,,,,
254,63,,玄鳥,空,,680,77,88,2500,2,19.5,白鶴亮翅,空,12,,威震天下,空,50,1.25,1.25,17.42830048,1316 ,17.43706633,,,,,,
253,63,,玄鳥,空,,767,83,88,3000,3,22,白鶴亮翅,空,12,,一閃而逝,空,21,1.25,1.25,17.42508576,1316 ,17.69565946,,,,,,
257,63,,玄鳥,空,,658,75,86,2500,2,19,白鶴亮翅,空,12,,威震天下,空,50,1.25,1.25,17.19811814,1299 ,17.20618004,,,,,,
2083,63,,玄鳥,空,,54,22,93,200,1,2,蜻蜓點水,空,7,,一閃而逝,空,21,1.25,1.25,17.19745223,1299 ,15.55634919,,,,,,
259,63,,玄鳥,空,,589,74,91,2200,2,17,蜻蜓點水,空,7,,突襲,空,18,1.25,1.25,17.19206071,1298 ,17.94763625,,,,,,
252,63,,玄鳥,空,,256,48,91,800,1,7.5,白鶴亮翅,空,12,,一閃而逝,空,21,1.25,1.25,17.16968478,1297 ,17.52712184,,,,,,
255,63,,玄鳥,空,,256,47,88,800,1,7.5,蜻蜓點水,空,7,,威震天下,空,50,1.25,1.25,17.16968478,1297 ,17.16197347,,,,,,
255,63,,玄鳥,空,,237,46,88,800,1,7,蜻蜓點水,空,7,,鳳翔千里,空,30,1.25,1.25,17.12427746,1293 ,17.38636576,,,,,,
258,63,,玄鳥,空,,791,83,84,3500,3,23,蜻蜓點水,空,7,,一閃而逝,空,21,1.25,1.25,17.09900562,1291 ,17.30669637,,,,,,
260,63,,玄鳥,空,,651,78,82,2500,2,19,白鶴亮翅,空,12,,一閃而逝,空,21,1.25,1.25,17.01515944,1285 ,17.89442724,,,,,,
262,63,,玄鳥,空,,217,44,82,600,1,6.5,蜻蜓點水,空,7,,鳳翔千里,空,30,1.25,1.25,16.99295223,1283 ,17.25821989,,,,,,
256,63,,玄鳥,空,,144,36,88,400,1,4.5,白鶴亮翅,空,12,,威震天下,空,50,1.25,1.25,16.96113074,1281 ,16.97056275,,,,,,
261,63,,玄鳥,空,,376,59,82,1300,2,11,白鶴亮翅,空,12,,一閃而逝,空,21,1.25,1.25,16.89128482,1276 ,17.78916933,,,,,,
241,60,v,海蝌蚪,水,,206,38,84,1000,1,9.5,地中乾坤,土,11,,怒川洪流,水,21,1,1.25,10.86469239,820 ,12.32882801,,,,,,
248,61,進,海浪法師,水,,273,52,88,800,1,7.5,凝水毫針,水,11,,滄海一粟,土,23,1.25,1,18.52794462,1399 ,18.98771533,,,,,,
267,64,,玄女,空,,858,90,91,2200,2,17,蜻蜓點水,空,7,,道化天法,仙,38,1.25,1,25.04378284,1891 ,21.82820625,,,,,,
266,64,,玄女,空,,372,59,91,800,1,7.5,白鶴亮翅,空,12,,陰陽合擊,仙,41,1.25,1,24.94969819,1884 ,21.54375393,,,,,,
263,64,,玄女,空,,1174,103,80,3500,3,23.5,仙人秘法,仙,10,,鳳翔千里,空,30,1,1.25,24.84130343,1876 ,21.24727767,,,,,,
265,64,,玄女,空,,874,91,82,2200,2,17.5,白鶴亮翅,空,12,,鳳翔千里,空,30,1.25,1.25,24.78729438,1872 ,21.75316069,,,,,,
264,64,,玄女,空,,967,96,82,2500,2,19.5,白鶴亮翅,空,12,,威震天下,空,50,1.25,1.25,24.63066735,1860 ,21.73971906,,,,,,
249,61,v,海浪法師,水,,195,43,86,600,1,5.5,地中乾坤,土,11,,海浪滔天,水,28,1,1.25,18.55640672,1401 ,18.33526161,,,,,,
2727,65,,戰神九天玄女,空,仙,4447,203,95,12000,5,42,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.74930919,4663 ,31.32358004,21.875,,,,,
2587,65,,戰神九天玄女,空,仙,4412,202,95,11000,5,41.5,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.69162577,4659 ,31.35648124,21.875,,,,,
2007,65,,戰神九天玄女,空,仙,4068,194,95,8000,4,36,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.62049169,4653 ,32.33333333,21.875,,,,,
2470,65,,戰神九天玄女,空,仙,4345,201,95,11000,5,40.5,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.61634783,4653 ,31.58410289,21.875,,,,,
250,62,v,海浪仙人,水,聖,1227,108,88,2200,2,17.5,凝水毫針,水,11,,滔天破浪,水,47,1.25,1.25,35.04012337,2646 ,25.81693796,,,,,,
2729,65,,戰神九天玄女,空,仙,4429,203,91,12000,5,42,一氣化兩儀,空,14,2,仙風道骨,仙,33,1.25,1.25,61.4993682,4644 ,31.32358004,25.41666667,,,,,
2588,65,,戰神九天玄女,空,仙,4395,202,91,11000,5,41.5,一氣化兩儀,空,14,2,仙風道骨,仙,33,1.25,1.25,61.45392005,4641 ,31.35648124,25.41666667,,,,,
2782,63,進,玄鳥,空,,334,55,95,1000,1,9.5,蜻蜓點水,空,7,,鳳翔千里,空,30,1.25,1.25,17.61556921,1330 ,17.84435632,,,,,,
2737,65,,戰神九天玄女,空,仙,4422,203,91,12000,5,42,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.40216893,4637 ,31.32358004,25,,,,,
279,65,,戰神九天玄女,空,仙,3976,192,95,7000,4,34.5,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.39592341,4636 ,32.68825078,21.875,,,,,
278,65,,戰神九天玄女,空,仙,4037,194,95,8000,4,35.5,八卦乾坤,仙,13,5,神通力,仙,40,1.25,1.25,61.38990268,4636 ,32.5602367,21.875,,,,,
268,65,,戰神九天玄女,空,仙,3914,191,95,7000,4,33.5,白鶴亮翅,空,12,,仙風道骨,仙,33,1.25,1.25,61.38644918,4636 ,32.99977386,,,,,,
2045,65,,戰神九天玄女,空,仙,4052,194,91,8000,4,36,一氣化兩儀,空,14,2,仙風道骨,仙,33,1.25,1.25,61.37812988,4635 ,32.33333333,25.41666667,,,,,
269,65,,戰神九天玄女,空,仙,3852,189,95,6000,4,32.5,白鶴亮翅,空,12,,仙風道骨,仙,33,1.25,1.25,61.37667304,4635 ,33.15279313,,,,,,
2471,65,,戰神九天玄女,空,仙,4328,201,91,11000,5,40.5,一氣化兩儀,空,14,2,仙風道骨,仙,33,1.25,1.25,61.37527121,4635 ,31.58410289,25.41666667,,,,,
2736,65,,戰神九天玄女,空,仙,4387,202,91,11000,5,41.5,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.34205853,4632 ,31.35648124,25,,,,,
2735,65,,戰神九天玄女,空,仙,4355,202,91,11000,5,41,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.32334511,4631 ,31.5470999,25,,,,,
2472,65,,戰神九天玄女,空,仙,4321,201,91,11000,5,40.5,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.27600437,4627 ,31.58410289,25,,,,,
2589,65,,戰神九天玄女,空,仙,4321,201,91,11000,5,40.5,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.27600437,4627 ,31.58410289,25,,,,,
1889,65,,戰神九天玄女,空,仙,4045,194,91,8000,4,36,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.27209658,4627 ,32.33333333,25,,,,,
280,65,,戰神九天玄女,空,仙,4015,194,91,8000,4,35.5,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.0553528,4611 ,32.5602367,25,,,,,
272,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,白鶴亮翅,空,12,4,鳳翔千里,空,30,1.25,1.25,61.0407659,4610 ,32.68825078,19.5,,,,,
273,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,拍擊,無,10,7,九天隕星訣,仙,52,1,1.25,61.0407659,4610 ,32.68825078,16.875,,,,,
274,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,靛水訣,水,12,4,神通力,仙,40,1,1.25,61.0407659,4610 ,32.68825078,19.6,,,,,
275,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,拍擊,無,10,,鳳翔千里,空,30,1,1.25,61.0407659,4610 ,32.68825078,,,,,,
276,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,白鶴亮翅,空,12,12,陰陽合擊,仙,41,1.25,1.25,61.0407659,4610 ,32.68825078,17.78846154,,,,,
277,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,仙人秘法,仙,10,5,神通力,仙,40,1.25,1.25,61.0407659,4610 ,32.68825078,18.75,,,,,
281,65,,戰神九天玄女,空,仙,3953,192,91,7000,4,34.5,一氣化兩儀,空,14,3,道化天法,仙,38,1.25,1.25,61.0407659,4610 ,32.68825078,25,,,,,
270,65,,戰神九天玄女,空,仙,2084,139,91,2200,2,17,八卦乾坤,仙,13,5,冰雪蓮華,冰,36,1.25,1,60.82895505,4594 ,33.71245188,19.54166667,,,,,
271,65,,戰神九天玄女,空,仙,2084,139,91,2200,2,17,仙人秘法,仙,10,5,神通力,仙,40,1.25,1.25,60.82895505,4594 ,33.71245188,18.75,,,,,
1888,65,,戰神九天玄女,空,仙,904,92,91,800,1,7.5,一氣化兩儀,空,14,,仙風道骨,仙,33,1.25,1.25,60.63044936,4579 ,33.59365019,,,,,,
2783,63,進,玄鳥,空,,203,42,93,600,1,6,白鶴亮翅,空,12,,鳳翔千里,空,30,1.25,1.25,17.55296152,1326 ,17.1464282,,,,,,
282,66,,沙朗牛,聖,,671,96,91,3000,3,22,流星腿,聖,9,,白虹貫日,聖,27,1.25,1.25,15.16041573,1145 ,20.46726877,,,,,,
284,66,,沙朗牛,聖,,193,50,91,600,1,6.5,幻月刀,聖,8,,殘陽映月,聖,60,1.25,1.25,15.11354738,1141 ,19.61161351,,,,,,
287,66,,沙朗牛,聖,,514,83,84,2200,2,17,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,15.00291886,1133 ,20.13045688,,,,,,
286,66,,沙朗牛,聖,,15,14,93,200,1,1,幻月刀,聖,8,,殘陽映月,聖,60,1.25,1.25,15,1133 ,14,,,,,,
285,66,,沙朗牛,聖,,143,44,91,600,1,5,幻月刀,聖,8,,白虹貫日,聖,27,1.25,1.25,14.958159,1130 ,19.6773982,,,,,,
288,66,,沙朗牛,聖,,223,55,88,800,1,7.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.9564051,1129 ,20.08316044,,,,,,
290,66,,沙朗牛,聖,,126,41,86,400,1,4.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.8409894,1121 ,19.32758535,,,,,,
289,66,,沙朗牛,聖,,157,46,84,600,1,5.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.76952023,1115 ,19.6144659,,,,,,
291,66,,沙朗牛,聖,,14,14,88,200,1,1,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14,1057 ,14,,,,,,
2008,67,,菲力牛,聖,,1090,109,91,3000,3,22,幻月刀,聖,8,,殘陽映月,聖,60,1.25,1.25,24.62720289,1860 ,23.23887808,,,,,,
2234,64,進,玄女,空,,79,27,93,200,1,2,蜻蜓點水,空,7,,鳳翔千里,空,30,1.25,1.25,25.37744941,1916 ,19.09188309,,,,,,
2010,67,,菲力牛,聖,,313,57,91,600,1,6.5,流星腿,聖,9,,殘陽映月,聖,60,1.25,1.25,24.51057165,1851 ,22.35723941,,,,,,
293,67,,菲力牛,聖,,592,80,86,1300,2,12,流星腿,聖,9,,焚天日輪,聖,29,1.25,1.25,24.40230833,1843 ,23.09401077,,,,,,
